id,birthdate,bsn,iban,name,postcode,house_number,has_subscription,has_insurance,renting,bike_id,revenue,satisfaction
1836,1963-02-09,289150644,YFWR3907137469,Stella van Bunschoten,9842 RO,019,False,False,False,,0.0,9.0
1837,1974-09-03,190582376,MHDD8179935440,Sara van der Maes,9905 DE,547,False,False,False,,0.0,9.0
1838,1985-01-28,132708462,WDAS8481140785,Aya van Breugel-Kof,9676 MM,6,False,False,False,,0.0,9.0
1839,1997-12-28,970412836,YGQD3520546982,Eline van Brenen,1327 AA,2,False,False,False,,0.0,9.0
1840,2002-10-22,983741566,MGYR9289941359,Yasmin Molegraaf-Haselaar,1042MK,1,False,False,False,,0.0,9.0
1841,1960-03-07,096743827,MEVV6828321745,Simon Cornelissen,1785SY,355,False,False,False,,0.0,9.0
1842,1965-11-08,167589040,TXKF8352466435,Nikki Symons-van het Heerenveen,7152 DO,369,False,False,False,,0.0,9.0
1843,1959-09-07,465801973,BFTF1746927985,Fleur Furda,6331OC,96,False,False,False,,0.0,9.0
1844,1994-09-29,761928509,EOGX8271635540,Muhammed Huijs,3223 NM,1,False,False,False,,0.0,9.0
1845,1985-01-23,768493511,XPTW3812307429,"Bibi West-Francië, van",2070BO,887,False,False,False,,0.0,9.0
1846,1987-04-03,301856424,NXQB3771619338,Finn van der Schuijt,4134GW,826,False,False,False,,0.0,9.0
1847,1976-10-13,357162808,GBLO5778630336,Gijs van den Velde,9033 LU,386,False,False,False,,0.0,9.0
1848,1989-11-02,207581460,KXPH5245310311,Sylvie van Gent-Carnotte,3008 ZS,630,False,False,False,,0.0,9.0
1849,1966-01-12,132409859,QFEY5777122421,Ivan Le Grand,4468 VX,493,False,False,False,,0.0,9.0
1850,1999-07-10,283519472,JFUX6222161428,Ibrahim de Keijser,3503 LF,60,False,False,False,,0.0,9.0
1851,1995-09-24,193758404,ZTLB8065885023,Nienke van Vlaanderen,8570WS,124,False,False,False,,0.0,9.0
1852,1992-10-11,367152800,TUSX6301908218,Nora Tins,6886 SJ,125,False,False,False,,0.0,9.0
1853,2002-02-26,029518672,SXNB1427127116,Lex Rijn,2913AB,854,False,False,False,,0.0,9.0
1854,1965-08-01,154280768,KWME5186732333,Valerie van Vliet,1391 EM,5,False,False,False,,0.0,9.0
1855,1958-12-09,821930564,GLPM4975805842,Sam Timmermans-Verharen,1814 BY,123,False,False,False,,0.0,9.0
1856,2004-11-21,312946053,AIWY6705685470,Ecrin Kuipers,5212 CF,7,False,False,False,,0.0,9.0
1857,1963-12-31,837901649,NOJB7584498716,Bilal Stoffelsz,5447LZ,9,False,False,False,,0.0,9.0
1858,2005-02-12,384710256,KIBR9539030082,Amir Pieters,1083 PS,433,False,False,False,,0.0,9.0
1859,1980-01-04,079514285,NGEE3289928686,Willem van den Broek,6253DI,906,False,False,False,,0.0,9.0
1860,1980-06-05,567923010,QWBP7658471371,Jayda Hellevoort-Ponci,6981KG,6,False,False,False,,0.0,9.0
1861,1974-04-13,723980159,AZRN6426599239,Evy Nek,7819YY,6,False,False,False,,0.0,9.0
1862,1959-07-20,430657894,TUYZ2584105705,Victoria van de Velden,2204II,41,False,False,False,,0.0,9.0
1863,1992-04-27,471958268,ZLHW2133176452,Gijs Spruit-van Luinenburg,7053 LX,5,False,False,False,,0.0,9.0
1864,1979-01-10,486532975,OVVA9003707199,Fleur Helmerhorst,6503WH,25,False,False,False,,0.0,9.0
1865,1979-09-24,837064120,PNGD9817289307,Brian de Keijzer,4402 LQ,629,False,False,False,,0.0,9.0
1866,1967-04-19,261408392,JOUO0895888399,Luke Perrono,8639 VV,23,False,False,False,,0.0,9.0
1867,1966-10-29,302675188,SSZZ2941046568,Kian Fechant-Perck,6234WD,6,False,False,False,,0.0,9.0
1868,1969-06-08,157306422,SBVW2850100912,Tessa Koeman,8546ZR,84,False,False,False,,0.0,9.0
1869,1970-03-24,765308496,ZILA8001797847,Abel Hermans-Kolster,3495JO,20,False,False,False,,0.0,9.0
1870,1983-07-17,542039862,RGKV8401503517,Rens van Luyssel-Vial,2920PY,30,False,False,False,,0.0,9.0
1871,1960-06-24,576214838,EWRC0325664748,Ayden Schotte,6691 NZ,0,False,False,False,,0.0,9.0
1872,2005-06-03,710654297,UUMA3666598061,Julie Dubois,4917 EA,1,False,False,False,,0.0,9.0
1873,1960-07-23,540691379,PKCI0397207011,Robin van Arnsberg,9043GV,47,False,False,False,,0.0,9.0
1874,1978-09-26,715428901,USKW8069895667,Daniel van Enschot,5485 CS,769,False,False,False,,0.0,9.0
1875,1961-10-25,719435808,KYDE5163218747,Milou van den Berg-van Velthoven,4291 MZ,5,False,False,False,,0.0,9.0
1876,1967-04-27,657281943,TDZK6788856952,Jack Gerritsen,3250 RQ,5,False,False,False,,0.0,9.0
1877,1962-10-29,385917429,RLQZ1761676401,Juliette Rek,9394 BO,2,False,False,False,,0.0,9.0
1878,2003-08-01,236075810,RJOE2421232556,Amir de Mol-Persijn,3354QX,4,False,False,False,,0.0,9.0
1879,1990-11-18,918032477,ZAEI8485001525,Bradley Estey,9166 HP,4,False,False,False,,0.0,9.0
1880,2005-03-27,089473127,DIDV8623540482,Ayoub Brugman,9153 RH,3,False,False,False,,0.0,9.0
1881,1998-07-01,053278410,MPQH8558556398,Aron de Jode Vastraedsd,4171 ZZ,660,False,False,False,,0.0,9.0
1882,1989-08-22,927380419,YCYW5491466855,Evy Totwiller,1820 ZX,271,False,False,False,,0.0,9.0
1883,1967-09-18,201639877,JIRT5892227185,Dion van der Pol,6311 JU,549,False,False,False,,0.0,9.0
1884,1978-10-19,601298470,YHIA7376683379,Hannah Otto,3631 GL,003,False,False,False,,0.0,9.0
1885,1988-08-06,927145066,RUMC7242200523,Brent Lind,2138 CA,02,False,False,False,,0.0,9.0
1886,1978-12-30,382640573,CUMZ3677235585,Lize Otto,6266NV,10,False,False,False,,0.0,9.0
1887,1986-11-11,037528142,MKRO1458596608,Roos van Dongen,3270 XO,74,False,False,False,,0.0,9.0
1888,1996-10-01,178436525,CPMK6317789315,Job de Roos,6000 QG,0,False,False,False,,0.0,9.0
1889,1983-10-09,209374160,WQAO9310685147,Yasmine van Hamaland,9952 FK,5,False,False,False,,0.0,9.0
1890,1977-02-25,587261341,ISVX0809719297,Duuk Jacobs,6440 HV,17,False,False,False,,0.0,9.0
1891,1976-10-25,130645783,ZIHU6876042032,Josephine Butselaar,3111 YE,59,False,False,False,,0.0,9.0
1892,1972-03-22,470186392,JIFU5882940384,Brian Verharen,1489IM,75,False,False,False,,0.0,9.0
1893,1978-06-30,720851348,CDPP4866190739,Ise van der Spaendonck,8873 OG,9,False,False,False,,0.0,9.0
1894,1964-06-15,528701460,MLKZ1711517895,Hamza van Clootwijck,3109 RP,39,False,False,False,,0.0,9.0
1895,1972-09-09,403971652,CWQC7979460768,Roan Winnrich,6642II,26,False,False,False,,0.0,9.0
1896,1987-05-06,125360873,ZVFM5571219281,Ivy Dachgelder,5059LC,464,False,False,False,,0.0,9.0
1897,1959-07-31,546328799,KICH5787823783,Maartje Overeem,8313QX,55,False,False,False,,0.0,9.0
1898,1969-11-22,120783952,SRUG1171260169,Emir Butselaar,2291 NA,91,False,False,False,,0.0,9.0
1899,1956-10-06,417385262,DEKJ4432785685,Noortje Loep,9966 TP,273,False,False,False,,0.0,9.0
1900,1957-07-15,286430757,HCFO4448780195,Aimée Rackham,4589NA,01,False,False,False,,0.0,9.0
1901,1960-05-27,347689504,LCMV9115426328,Esmee Groote,1933 TQ,464,False,False,False,,0.0,9.0
1902,1981-12-17,138260576,SUHC5941190350,Josephine Ariens,4395HS,4,False,False,False,,0.0,9.0
1903,1988-10-15,493817566,HMQF6297523308,Eva Vastenhouw,7317 OQ,6,False,False,False,,0.0,9.0
1904,1995-06-03,829457136,YLIF4231642267,Mees Klerks,6694FF,952,False,False,False,,0.0,9.0
1905,1960-11-28,673495024,HAIX1418820960,Luka Jdotte-Veenendaal,3781NC,52,False,False,False,,0.0,9.0
1906,1964-05-04,126439850,PXZG5026641052,Isabelle van Nus-Peters,7065WI,8,False,False,False,,0.0,9.0
1907,1959-08-18,154239069,DOON4834542412,Ella Vastenhouw,5384 HY,4,False,False,False,,0.0,9.0
1908,1963-03-28,984276300,WNZW6731875740,Tijs Lagerweij-van Wel,8508KK,69,False,False,False,,0.0,9.0
1909,2002-06-07,802153768,JWSY2449548179,Guusje van Bovenen,6086AM,0,False,False,False,,0.0,9.0
1910,1962-10-05,849502767,ESPM4485535445,Jari van Enschot,9373YH,06,False,False,False,,0.0,9.0
1911,1990-05-15,937124084,CDEC7629248670,Sven Slaetsdochter-Mosley,9676 IW,27,False,False,False,,0.0,9.0
1912,1997-02-24,391726808,FPIY1487518078,Aiden Brievingh,5625 TT,859,False,False,False,,0.0,9.0
1913,1969-08-07,370582913,GAJI6691703814,Livia de Keijzer,9502JE,328,False,False,False,,0.0,9.0
1914,1970-10-21,491325800,SIKD6770375983,Floor van Duvenvoirde-Blom,1972YW,693,False,False,False,,0.0,9.0
1915,1959-03-01,074823966,FOLV8124080045,Emma Hondeveld,4830 MF,76,False,False,False,,0.0,9.0
1916,1970-04-30,693824074,NMCR2793417225,Jonathan Vallenduuk,2986 QJ,3,False,False,False,,0.0,9.0
1917,1978-03-29,348596170,RDYB9681622917,Emily van de Brink,5440LV,739,False,False,False,,0.0,9.0
1918,1959-05-13,864075297,MTMY3041720969,Lize Koeman-Hagendoorn,4746 YN,1,False,False,False,,0.0,9.0
1919,1974-07-05,605789125,WLIB9534323134,Lana van Es,6353WL,2,False,False,False,,0.0,9.0
1920,1995-06-14,624315095,AYOU6774924618,Maxim Lutterveld,7060 UW,76,False,False,False,,0.0,9.0
1921,1990-06-19,628504196,YXQV9994429759,Elize Boetet-Frankhuizen,3621 QA,8,False,False,False,,0.0,9.0
1922,1958-11-01,468215797,SXLY5035930645,Fabian Galijn,6514BT,600,False,False,False,,0.0,9.0
1923,2005-01-23,820764310,LSWJ8524206353,Evi van Schevinghuizen,6036 WK,9,False,False,False,,0.0,9.0
1924,2007-07-04,127854691,KDXP0371820224,Jordy François,5078 EU,365,False,False,False,,0.0,9.0
1925,2002-05-26,380179453,VRDL8363644722,Evi van den Wittenboer,2968AW,5,False,False,False,,0.0,9.0
1926,1990-05-27,135849202,TDSR0706208587,Mirte Lommert,4135 OF,69,False,False,False,,0.0,9.0
1927,1993-01-28,850427691,PVEY4254728144,Lise Palman-Eerden,1294CL,5,False,False,False,,0.0,9.0
1928,1972-05-23,842509161,ZFQI3338468164,Olivier van Susa,6652OF,631,False,False,False,,0.0,9.0
1929,1991-04-01,950124734,SQYK9489154218,Lina Heinrichs,3497 RN,58,False,False,False,,0.0,9.0
1930,2003-07-04,218507641,YYHN9724227629,Benjamin Bekbergen,3829ZH,377,False,False,False,,0.0,9.0
1931,1966-03-07,938610429,EIKM0944690252,Elize van der Avoirt,2343 EE,09,False,False,False,,0.0,9.0
1932,1960-06-02,965270130,YGXS9579010294,Giel van het Heerenveen,7422PV,041,False,False,False,,0.0,9.0
1933,1971-04-10,123508794,MFFO8349009249,Joy van der Maath,2044LW,66,False,False,False,,0.0,9.0
1934,1978-01-21,081345628,XPDY1895135556,Evy Texier,4584TX,7,False,False,False,,0.0,9.0
1935,1967-11-23,529640375,WKJG5936954684,Nick Kwaadland-Dirksen,8455RY,15,False,False,False,,0.0,9.0
1936,1975-05-17,621730543,EYZH8899172699,Aiden Meeres,8930RN,17,False,False,False,,0.0,9.0
1937,1995-06-15,246790131,HWAB1187150850,Milo Kas-Lamotte,2768 KF,4,False,False,False,,0.0,9.0
1938,1996-03-13,102475982,HRTU1374110055,Merle Oda,3831ED,60,False,False,False,,0.0,9.0
1939,1996-10-14,256183077,FGHI7019667202,Samuel Janssen,9776IH,92,False,False,False,,0.0,9.0
1940,1990-05-14,265483979,LNJI1811240390,Johanna Zijlmans,7919 RF,58,False,False,False,,0.0,9.0
1941,1993-01-05,296140570,SYJP7307629319,Noud Hendrikse,1176UX,5,False,False,False,,0.0,9.0
1942,1981-04-24,812743908,RKGJ1127453554,Mara Stinis,2118 DG,08,False,False,False,,0.0,9.0
1943,1972-01-21,340798610,XXEL4773895960,Liz van Beaumont,5945BI,6,False,False,False,,0.0,9.0
1944,1983-09-18,154782038,YSST2422524516,Faye Brievingh,4806 TC,9,False,False,False,,0.0,9.0
1945,1970-05-08,025943765,KPGR4784661834,Jayden Greij,6888WG,3,False,False,False,,0.0,9.0
1946,1966-10-11,164970381,UVFT5454974149,Mark Manne,2777 RP,0,False,False,False,,0.0,9.0
1947,1984-07-08,468519300,CSUP8806451346,Julie van Brunswijk,2659 VS,8,False,False,False,,0.0,9.0
1948,1991-09-01,149706285,NYPJ2932135495,Eliza van Leeuwen,7932 UY,520,False,False,False,,0.0,9.0
1949,1965-06-14,708691328,DKCR3535015773,Victoria Blewanus-van Engeland,3615ES,6,False,False,False,,0.0,9.0
1950,1979-05-06,645371907,XIUX1871566730,Amy van Hamaland,3380ZH,317,False,False,False,,0.0,9.0
1951,1990-01-31,419807561,WVMH2308171701,Luuk Kuiper,5457XA,9,False,False,False,,0.0,9.0
1952,1974-10-10,198423573,NVAN3301499576,Jort van Gemert,1370 OX,0,False,False,False,,0.0,9.0
1953,1974-01-21,430168755,IUIK4290045086,Ayoub van Ooste,5771 JF,1,False,False,False,,0.0,9.0
1954,1966-07-03,234169059,HPGQ2511478689,Felix Keijzer-van Velzen,2288QE,24,False,False,False,,0.0,9.0
1955,1981-04-21,296304517,HKAE9015772032,Lynn Spiker,1354DH,7,False,False,False,,0.0,9.0
1956,1970-12-18,648519375,KWYQ9910733141,Norah van Lucel,9876 TY,52,False,False,False,,0.0,9.0
1957,1979-10-15,934170824,DXNO6363302822,Zoey van der Avoirt-de Wit,1770 GD,957,False,False,False,,0.0,9.0
1958,1960-08-14,409135781,CNCE4367044960,Gijs Schokman,3916 NR,7,False,False,False,,0.0,9.0
1959,1967-11-20,312450795,XTPN0405706614,Thomas van Oosten,6117EU,35,False,False,False,,0.0,9.0
1960,1990-11-16,497256307,PUVI7601033648,Femke Eerden,4125 QN,12,False,False,False,,0.0,9.0
1961,1966-07-17,906472155,QWES5982516915,Liza Dijkstra,3472PW,2,False,False,False,,0.0,9.0
1962,1990-11-02,845923766,WUIB6075778469,Hanna van Embden,8870 FX,904,False,False,False,,0.0,9.0
1963,1973-04-24,253187965,LIHJ2650194068,Jonas Rehorst,6995EB,75,False,False,False,,0.0,9.0
1964,2001-11-05,074682532,FTEX9513521279,Sam van den Berg,2809 IA,22,False,False,False,,0.0,9.0
1965,2002-12-11,023945874,WAUT0909205713,Noa Meyer,4118OC,3,False,False,False,,0.0,9.0
1966,1970-05-12,561320895,LYVR9443472115,Lana van der Laan-Evers,5913 BR,306,False,False,False,,0.0,9.0
1967,1977-05-16,074853624,NQJS6539429839,Jim van Munster-van Opper-Lotharingen,6052 DY,7,False,False,False,,0.0,9.0
1968,1984-09-16,821457305,THYW2527738489,Pepijn Uphaus,2016 EE,46,False,False,False,,0.0,9.0
1969,1984-02-13,306814298,UYDK9847639702,Renske Serra,9908NP,26,False,False,False,,0.0,9.0
1970,1978-09-04,410352780,MLXR8073949701,Adriana Merckx,1725 JI,59,False,False,False,,0.0,9.0
1971,1983-01-07,790865415,TWGF2405104269,Gijs Hendriks,2604 XF,72,False,False,False,,0.0,9.0
1972,1981-04-19,695413879,TGWD1771568851,Max Sarneel,8931CV,6,False,False,False,,0.0,9.0
1973,1962-03-12,801923670,PBEK5225328974,Catharina Risma,9596FG,4,False,False,False,,0.0,9.0
1974,1956-02-15,756203892,DVWG6310543896,Luna Jansen,3988 AH,42,False,False,False,,0.0,9.0
1975,1982-12-11,192587043,HAQM2603885296,Tirza Weylant,8875 ON,73,False,False,False,,0.0,9.0
1976,1967-08-26,695430129,CBKP7324886860,Emily Winnrich,7999GS,10,False,False,False,,0.0,9.0
1977,1964-01-17,730964826,CGHK0683472295,Ali van Boulogne,5558 KQ,9,False,False,False,,0.0,9.0
1978,1962-06-19,739608216,KXXN9032694469,Lina de Leeuw,2565 AC,878,False,False,False,,0.0,9.0
1979,2002-02-05,349672581,GQOB1179942636,Esther Willems-van Gemert,9868YE,4,False,False,False,,0.0,9.0
1980,1964-05-01,258931048,DAHM2639770656,Joy van Stralen,8035 HP,936,False,False,False,,0.0,9.0
1981,1989-04-23,105293878,KMYD7871053729,Siem van den Bosch-Lamotte,7897 DM,013,False,False,False,,0.0,9.0
1982,2000-08-20,781043268,GFOG1982964185,Lot van de Plas,7405 UE,74,False,False,False,,0.0,9.0
1983,1962-01-01,724359060,JQEK6724883143,Michelle Jacobs,7246 TI,5,False,False,False,,0.0,9.0
1984,1996-12-20,682319041,SEIZ1152778903,Elias Scuylenborchs,8110 RR,43,False,False,False,,0.0,9.0
1985,1985-12-11,691350474,AXWD1649917282,Kay de Ruiter,3550 XF,7,False,False,False,,0.0,9.0
1986,1989-04-26,573961426,QMNH5813581565,Jet van der Meulen,6250 TZ,846,False,False,False,,0.0,9.0
1987,1970-03-01,418260576,ZIHA1796256633,Lois Rippey-Peronne,1868VL,2,False,False,False,,0.0,9.0
1988,1976-03-11,934168258,UGVQ1328794991,Yasmine Koret,3449PT,3,False,False,False,,0.0,9.0
1989,1962-02-05,194267581,DYBI6770497427,Amir Lether,3447LU,26,False,False,False,,0.0,9.0
1990,1981-05-25,341597600,UFNO4485695413,Mats van Rossum-van de Velden,5757HF,5,False,False,False,,0.0,9.0
1991,1988-04-18,853672143,GBML4255317609,Selena van der Heyden,4291BU,54,False,False,False,,0.0,9.0
1992,1999-04-04,028351769,JBZH0408875680,Merijn van Heusden,9576 EV,483,False,False,False,,0.0,9.0
1993,1966-10-15,421586370,AFNI8737481066,Nick Strijker-Bökenkamp,6729RY,3,False,False,False,,0.0,9.0
1994,1995-02-17,309254784,VDJS2554375055,Ali Winters,5853KO,291,False,False,False,,0.0,9.0
1995,1957-11-11,059738649,JVPB2223545133,Nienke Willemsen,5841 DJ,570,False,False,False,,0.0,9.0
1996,1971-11-12,120394674,BTZT5173946995,Evy Vermeulen-Bosch,4748 RA,369,False,False,False,,0.0,9.0
1997,1968-11-23,753168923,KTVZ8340145408,Sofia Brugman,5807ZI,1,False,False,False,,0.0,9.0
1998,2001-05-17,652098149,AWGY4318282551,Cornelis Phillipsen-Arnold,7974OV,958,False,False,False,,0.0,9.0
1999,1957-09-15,871604590,TFSH6342367054,Jari de Bruijn,2597OD,91,False,False,False,,0.0,9.0
2000,1987-04-21,301698570,EORE8225218704,Lotte Segerszoen,1781QZ,688,False,False,False,,0.0,9.0
2001,2002-03-31,796251381,NYCT1744277207,Kai Beernink-van Bernicia,3256 BW,81,False,False,False,,0.0,9.0
2002,2007-12-17,485072634,EADZ4059741138,Guusje Loreal,7919BM,6,False,False,False,,0.0,9.0
2003,1974-09-16,926547033,VYYK1617422471,Kayleigh van der Hoeven-Texier,2545ES,266,False,False,False,,0.0,9.0
2004,2002-02-25,827539605,XKUE0594507081,Sterre van Bovenen,5128IU,2,False,False,False,,0.0,9.0
2005,1959-12-07,016982757,YLRP9988291377,Siem Verda-van Stralen,1059ED,6,False,False,False,,0.0,9.0
2006,1965-02-09,685723100,ALXM2484386127,Ibrahim Meeusen,6830RH,8,False,False,False,,0.0,9.0
2007,1989-09-08,132458962,MXBI7940880300,Indy der Kijnder,4003TJ,65,False,False,False,,0.0,9.0
2008,1985-08-09,501694729,UTXE8242229376,Niek Welf,1848DM,076,False,False,False,,0.0,9.0
2009,1988-01-26,935126703,RLLJ1011254333,Fenna van der Heijden,1467 JM,9,False,False,False,,0.0,9.0
2010,2007-12-25,513640721,NIBU8781085384,Pieter Haselaar,3134EK,9,False,False,False,,0.0,9.0
2011,1981-08-25,423759085,PVJZ8577564890,Dean Kremer,1388 XX,713,False,False,False,,0.0,9.0
2012,1968-09-08,812093549,SIVS9088816665,Thijmen van Gent,7411BF,2,False,False,False,,0.0,9.0
2013,1961-09-03,428036752,DANZ4763278428,Kyara Kuijpers,1390WT,43,False,False,False,,0.0,9.0
2014,1970-05-27,372814906,KHDG3388636222,Lucy de Plantard,1309PV,9,False,False,False,,0.0,9.0
2015,2004-06-16,410587631,WLRO9494782173,Ninthe Spier,8194 CR,569,False,False,False,,0.0,9.0
2016,1960-02-16,432956815,XAEH0476338829,Linn van der Meer,5709 TD,55,False,False,False,,0.0,9.0
2017,1987-04-11,374806123,IPVZ2860535770,Bas van Bunschoten,5477 XJ,8,False,False,False,,0.0,9.0
2018,2003-01-23,859741023,OLCA0840489114,Benjamin Willems,9912 HK,922,False,False,False,,0.0,9.0
2019,1968-02-09,580913260,MKPN0918492004,Dewi Woudenberg,4209IY,16,False,False,False,,0.0,9.0
2020,1993-04-12,186450278,XSUB3708980938,Pippa Honing,3873 WR,943,False,False,False,,0.0,9.0
2021,1979-12-05,526049832,UMUX6243071934,Fedde van Gemert,6639ZI,708,False,False,False,,0.0,9.0
2022,1971-07-02,964213874,LMIX2179812723,Jenna van den Bosch-Kas,7888 KW,1,False,False,False,,0.0,9.0
2023,1965-12-04,325891709,QZFB6764912648,Chris Sitters,4718 FK,769,False,False,False,,0.0,9.0
2024,1969-11-25,284067593,WPGS5754960027,Imke Schroeff,7689 QR,85,False,False,False,,0.0,9.0
2025,1959-06-13,162743853,OCWH6171316085,Charlotte Heerschop,9200 BC,446,False,False,False,,0.0,9.0
2026,1997-04-20,278651033,VNBJ5850630973,Melle van Oudewater-de Hoog,3409 RE,0,False,False,False,,0.0,9.0
2027,1982-10-24,310862796,ACNI7929425555,Dina Wilcken-Gruijl,7168YZ,2,False,False,False,,0.0,9.0
2028,1980-12-04,521748963,PXXB9212078739,Sebastiaan van der Meulen,2062 FC,375,False,False,False,,0.0,9.0
2029,1990-12-24,640189726,XPMR0508228260,Lize van den Nuwenhuysen,6281VP,6,False,False,False,,0.0,9.0
2030,2006-06-09,693102871,GWUD6740667153,Marit van den Assem-Ketting,3606 RV,13,False,False,False,,0.0,9.0
2031,1987-02-24,459073618,KURU9787613674,Mike van Oostendorp,3450ER,16,False,False,False,,0.0,9.0
2032,1960-07-26,498756233,VJXO2592605008,Fedde Peronne,1563IX,16,False,False,False,,0.0,9.0
2033,1971-02-14,735169846,HBZM2650739885,Lynn Ouwerkerk-de Vos,9602EF,11,False,False,False,,0.0,9.0
2034,1963-09-06,124380578,WFBX1246256486,Quinten Luitgardis van Neustrië,3889 HH,44,False,False,False,,0.0,9.0
2035,1968-03-08,741902862,USQN7515720475,Bart van Alenburg,2491 SR,443,False,False,False,,0.0,9.0
2036,2005-06-01,308654213,XSYR2796810802,Rens van de Biesenbos,8020HK,396,False,False,False,,0.0,9.0
2037,1986-02-12,684259072,XEJM4744031370,Milou Adelaar,5444 EY,4,False,False,False,,0.0,9.0
2038,1986-06-17,820561733,NOCY4057021827,Jet Coreth von und zu Coredo und Starkenberg-van der Klein,9365QU,4,False,False,False,,0.0,9.0
2039,1963-03-29,241039587,XWHS0340012828,Vince Ooms,2845HK,3,False,False,False,,0.0,9.0
2040,1993-11-30,295034166,CDHU7793595925,Liv de Kok,2023PC,87,False,False,False,,0.0,9.0
2041,1987-07-07,048253674,QBMX9839397752,Kiki Overeem,5374NW,70,False,False,False,,0.0,9.0
2042,1992-02-03,372089641,NIOA3677548285,Janna van der Plas-Uit de Willigen,2656 UM,147,False,False,False,,0.0,9.0
2043,1988-08-07,830924656,WJDF1684460230,Victor van Cuijck,1727NG,139,False,False,False,,0.0,9.0
2044,1961-03-25,452360717,SUPZ7396849152,Kate van der Wal-Ridder,4626OK,727,False,False,False,,0.0,9.0
2045,2007-02-04,039687429,HAWA7982695147,Lieve van Ghoerle,8466 ZU,13,False,False,False,,0.0,9.0
2046,1970-02-05,213089750,ZLLG8485085379,Wessel Everts-Uphus,7120 YC,99,False,False,False,,0.0,9.0
2047,1963-12-20,034279180,AKLT8614171783,Vincent Bresé,4701 HA,79,False,False,False,,0.0,9.0
2048,1993-06-11,968032540,DJES4819860716,Mike Lensen,3648 JL,122,False,False,False,,0.0,9.0
2049,2001-05-20,175863209,CQFR6700854853,Loek Jacobi,5895 QN,223,False,False,False,,0.0,9.0
2050,1999-09-06,736805242,AUQV6091317028,Kyan van Leeuwen,4088DD,8,False,False,False,,0.0,9.0
2051,1970-07-18,136592788,RTLZ1730480426,Chloé van Embden,9785 NY,754,False,False,False,,0.0,9.0
2052,1999-06-07,453769081,GOIV1223698291,Fiene Frankhuizen,9113 MI,79,False,False,False,,0.0,9.0
2053,2002-05-18,752103842,LOJG5486642426,Luc Smith,9562 ZK,7,False,False,False,,0.0,9.0
2054,1968-07-19,246531708,DWXJ3516721647,Hailey van Vlaanderen-van der Laan,1396 UE,9,False,False,False,,0.0,9.0
2055,1975-05-20,674830258,FHKH2216048766,Lieke van Klaarwater,4212DF,794,False,False,False,,0.0,9.0
2056,1971-03-16,319274561,SNKC5176860960,Fay van Rossum-van Olst,6232XX,758,False,False,False,,0.0,9.0
2057,1998-11-07,678402358,NVLL4334935121,Jay van Metz,2341 UI,365,False,False,False,,0.0,9.0
2058,1978-07-04,507628494,KUYB1491250669,Merle de Smit-VI,5582QS,921,False,False,False,,0.0,9.0
2059,2003-04-11,936517049,QRAW8818819590,Milou Melet,2270 TB,49,False,False,False,,0.0,9.0
2060,2003-02-09,348279565,NSCM7034565583,Tirza Haneberg,7256 IW,00,False,False,False,,0.0,9.0
2061,1975-09-20,170243588,JHJU1096721151,Imke Dijkstra,4841RJ,41,False,False,False,,0.0,9.0
2062,1985-07-03,573468217,CVSI5269100350,Tristan Jeggij,3090ZU,10,False,False,False,,0.0,9.0
2063,1993-08-24,125698744,KVRK7959125805,Dani Duivenvoorden-Emmen,6170 BU,4,False,False,False,,0.0,9.0
2064,1985-07-07,421695705,GADR2407853843,Teun Hendricks-de Keijzer,7076 AK,86,False,False,False,,0.0,9.0
2065,1957-06-08,306759846,VXEO1165873721,Pleun Kallen-de Beer,1213SL,143,False,False,False,,0.0,9.0
2066,1966-05-29,934715063,PYMZ4118825750,Vince Boers-Verkade,6115 ZC,20,False,False,False,,0.0,9.0
2067,2005-11-19,207638949,OAFY7950907124,Beau Fredriks,4998KW,98,False,False,False,,0.0,9.0
2068,1983-10-10,738052498,NEHG5900916462,Emir Bartels,8067JD,3,False,False,False,,0.0,9.0
2069,1973-04-15,675249089,FHEC4730177527,Bastiaan Koeman,6623DC,5,False,False,False,,0.0,9.0
2070,1967-03-03,701429835,REEC3083650320,Dylano van Stralen,2566KA,424,False,False,False,,0.0,9.0
2071,1966-07-02,710583643,RVAA2063518357,Hendrik Scardino,1097 ZI,3,False,False,False,,0.0,9.0
2072,1977-05-11,572094863,SEQD4932707732,Lukas Postma,3761 RB,091,False,False,False,,0.0,9.0
2073,2007-09-30,325648074,KIJZ3907251750,Louise van Engelen,9976HN,85,False,False,False,,0.0,9.0
2074,1979-03-08,428507311,LZPX9953510662,Amina Wilmont,5650IG,66,False,False,False,,0.0,9.0
2075,1973-12-28,483951602,QYCR0767333197,Milan van Gent-Gepa van Bourgondië,7567XN,74,False,False,False,,0.0,9.0
2076,1977-01-19,829410363,HFTE8626818623,Sophia van Suinvorde,6407BE,525,False,False,False,,0.0,9.0
2077,1999-10-24,861493576,OUEC4967350851,Rens Drysdale-van Leeuwen,4921CG,5,False,False,False,,0.0,9.0
2078,1989-11-13,791682547,PNWX4246053052,Berat Lucas,4407GD,963,False,False,False,,0.0,9.0
2079,1971-01-04,762410358,UAPN7476274779,Victor Bellemans,9330 XG,29,False,False,False,,0.0,9.0
2080,1975-10-25,762805316,WXKI2176422676,Tristan van Geenen,4907UF,9,False,False,False,,0.0,9.0
2081,2002-07-15,893512473,MEGY1156588356,Noud Klein,1079 SF,1,False,False,False,,0.0,9.0
